dataset,group_id,fold,n,members
obqa,obqa_fe21ff3acebb1673dd7e,0,1,12-64
obqa,obqa_908def040595b839027d,1,1,14-445
obqa,obqa_2aac0aece260aab9efb2,2,1,14-3
obqa,obqa_dbbae6c0bcaf7d4f4d28,3,1,14-1047
obqa,obqa_8d65ba3589cee292968b,4,1,12-906
obqa,obqa_0b52955ef3417500fe79,0,1,9-291
obqa,obqa_1139fbc51d24c30c69d9,1,1,8-330
obqa,obqa_5f654211310411fc843a,2,1,8-405
obqa,obqa_5217eb947b9b0dfd6875,3,1,13-114
obqa,obqa_45d0729714c9d95a379b,4,1,14-1066
obqa,obqa_2623fc524cd5f3645239,0,1,14-983
obqa,obqa_fbdb7183252e8cb14fba,1,1,7-1147
obqa,obqa_3094b41fab4187a56a64,2,1,10-674
obqa,obqa_fc30bd468aaeb676ef5e,3,1,11-7
obqa,obqa_6f2fad6a07c752380e1a,4,1,7-754
obqa,obqa_6f673bfc4ddc5a040464,0,1,11-594
obqa,obqa_7557232204a770e809b2,1,1,10-163
obqa,obqa_578f8a1a18536c48dd5e,2,1,10-1093
obqa,obqa_4bdf08b3defbb4144ef8,3,1,12-403
obqa,obqa_fb3bb95fc4594d7628ac,4,1,12-660
obqa,obqa_14640e742ef9ab4b834d,0,1,12-504
obqa,obqa_f2bc87fc2ece4cea9898,1,1,11-123
obqa,obqa_499d318eb56b702968e9,2,1,7-121
obqa,obqa_a8399479d642f6bf69f6,3,1,10-440
obqa,obqa_94918ad90de582aa8855,4,1,12-386
obqa,obqa_e35adc4c51c043834522,0,1,12-159
obqa,obqa_35b32b4649a85ba09dac,1,1,7-792
obqa,obqa_e65edd7c33e632bc0793,2,1,8-407
obqa,obqa_c35b169c7cddf3bb39fd,3,1,10-81
obqa,obqa_05fa945437f4dbb93823,4,1,13-699
obqa,obqa_44ac1b39dbfdd06ec06c,0,1,12-491
obqa,obqa_ad526a3bf8d279f9aabb,1,1,10-727
obqa,obqa_e9ab14bae8b79745da33,2,1,10-502
obqa,obqa_ecc64beb98773944b151,3,1,11-621
obqa,obqa_8d7a40fca15187593425,4,1,10-626
obqa,obqa_78772b32eb2160a54bea,0,1,1336
obqa,obqa_b1a425191102048f0b6f,1,1,13-610
obqa,obqa_9c646ae8ea642a7e26dc,2,1,11-477
obqa,obqa_539e63e20437c55ce7a7,3,1,10-358
obqa,obqa_3cc4e95cdb622c40d5a0,4,1,12-653
obqa,obqa_7b53a50266b6bab0b291,0,1,14-953
obqa,obqa_1797a72131b8047b2586,1,1,14-669
obqa,obqa_b2028b463419db920358,2,1,9-139
obqa,obqa_978e665fd0c108ccacc4,3,1,13-541
obqa,obqa_e5469d347bd29acb3c71,4,1,1001
obqa,obqa_1bd773658b9af189230d,0,1,893
obqa,obqa_f234acf601de2c2cc9a0,1,1,10-612
obqa,obqa_0a4e3a67ce6625d1558c,2,1,13-30
obqa,obqa_937f0c2a6e0311f2bfbf,3,1,13-82
obqa,obqa_9b0e4cf2b31de512edb5,4,1,14-404
obqa,obqa_6f0e946090be7dec1832,0,1,12-1112
obqa,obqa_94332b69693e2af6171a,1,1,10-472
obqa,obqa_6b26198fba599956bed1,2,1,7-342
obqa,obqa_8643ce911ba5caea22d8,3,1,10-278
obqa,obqa_c3055927a28f42c56bd5,4,1,10-740
obqa,obqa_2cd9aa3e76d4f51a7a2f,0,1,13-497
obqa,obqa_2fc545ca72cc97ee663a,1,1,14-1493
obqa,obqa_5e8f48e8936161206a96,2,1,14-1144
obqa,obqa_d977d53dba234a18c982,3,1,11-651
obqa,obqa_04d3a7b1e6ab7f175852,4,1,116
obqa,obqa_56681876992ed5acd81c,0,1,7-716
obqa,obqa_e1ad702b835d55afd332,1,1,12-406
obqa,obqa_eb25de1b8375c19572af,2,1,7-622
obqa,obqa_42a0c517748950c682e8,3,1,1658
obqa,obqa_d34802e1fb5368f1d085,4,1,10-771
obqa,obqa_ef33b8e1fbaa3b108308,0,1,12-255
obqa,obqa_970da3a863ca6f53e475,1,1,1898
obqa,obqa_da411ea0d924dd52364b,2,1,13-358
obqa,obqa_14b210b05a68863497df,3,1,14-1061
obqa,obqa_eea87c422776bbc31729,4,1,8-485
obqa,obqa_d2978670f409332f2bc0,0,1,7-722
obqa,obqa_54d561a1b2523d3b0802,1,1,9-234
obqa,obqa_ac54503e6dbf18a55609,2,1,12-563
obqa,obqa_6e480a02a67bca8fd908,3,1,10-1124
obqa,obqa_2ec7213372cd6d9b714e,4,1,10-283
obqa,obqa_b27885fb82db2d73148f,0,1,10-1117
obqa,obqa_4a41b2b3052297e78db6,1,1,14-416
obqa,obqa_d60a1b06bc9fac8b8aca,2,1,1681
obqa,obqa_996b0e44eb36572f2f62,3,1,12-258
obqa,obqa_0b3cfa53776bf2bf9e7d,4,1,12-1157
obqa,obqa_5bcfa66276906a53e81d,0,1,14-709
obqa,obqa_5aefa8639799babdbc00,1,1,13-780
obqa,obqa_d2176790b6c4f8808024,2,1,13-520
obqa,obqa_614486cc4b2bc83c59e2,3,1,12-875
obqa,obqa_032d776def8790fb2dbd,4,1,11-674
obqa,obqa_f9fa6d7ab840081fd286,0,1,13-4
obqa,obqa_b4d2c9d429e9a1a16e64,1,1,13-766
obqa,obqa_9e8595eac1a53ad06068,2,1,12-878
obqa,obqa_3b85ba72224252c8cfde,3,1,13-661
obqa,obqa_c7a7672db85449090593,4,1,12-52
obqa,obqa_bc8fc85a9c0fca160570,0,1,10-1151
obqa,obqa_9285a525ebd3c23844c1,1,1,10-1083
obqa,obqa_9281a3dd1e76422d8845,2,1,12-965
obqa,obqa_5beeb7401548f531d540,3,1,11-332
obqa,obqa_d9144e21fa7bd23cedda,4,1,12-1133
obqa,obqa_913abc2ebd95fba00a08,0,1,11-92
obqa,obqa_989382220e25f5df842a,1,1,10-781
obqa,obqa_7a75e8b7b3191b015233,2,1,12-1073
obqa,obqa_caa39eea512a8a7e1f29,3,1,12-1005
obqa,obqa_bdcc29584295f975452a,4,1,13-164
obqa,obqa_74b394c416e2b13325d5,0,1,13-864
obqa,obqa_a5a5b3a832f1186f4d2a,1,1,12-899
obqa,obqa_2cba5e4a3e4c4c3b1b58,2,1,13-195
obqa,obqa_8ef9061575a6ac64a5c4,3,1,12-332
obqa,obqa_f79ee227a870cbbbc8c9,4,1,10-115
obqa,obqa_1fcd19c4624a14669383,0,1,9-667
obqa,obqa_2d5feb695d5755f604f8,1,1,30
obqa,obqa_a0769374ad8897522fc1,2,1,9-83
obqa,obqa_68c291471354e78daba5,3,1,10-591
obqa,obqa_6e1dcde60f6d66b78382,4,1,12-235
obqa,obqa_859dfaa37bffa8a109fb,0,1,13-602
obqa,obqa_3a6d0a9d49e359131313,1,1,10-604
obqa,obqa_1fbc1a13f552c0472c80,2,1,11-384
obqa,obqa_f26262ed224b4aa00a8e,3,1,10-614
obqa,obqa_b86f8d3fbb9954b656e8,4,1,10-400
obqa,obqa_3fac61ee8d1a41f7a4a1,0,1,9-328
obqa,obqa_e0e4a25b0f8e46ba9523,1,1,14-910
obqa,obqa_bec0edf85b84cd71ed7e,2,1,14-423
obqa,obqa_3d21b287902fe640fae4,3,1,1644
obqa,obqa_e2864a94750e4e593057,4,1,14-1449
obqa,obqa_728a14cddd66d1218d94,0,1,14-509
obqa,obqa_922520d8806348884518,1,1,10-990
obqa,obqa_ffa4b692c9ca0dbae44b,2,1,10-927
obqa,obqa_3b6ebc6c62bf2e364350,3,1,11-357
obqa,obqa_c983ddf2a9a1f19263f7,4,1,13-978
obqa,obqa_83612d16c5ac6a8b5e65,0,1,14-822
obqa,obqa_99c9a6bb95049e6a4cf0,1,1,1514
obqa,obqa_08635aebda74b1621e46,2,1,12-1087
obqa,obqa_d0ad505b2f1c2975aa85,3,1,8-476
obqa,obqa_e7190401b82fb9debeda,4,1,8-178
obqa,obqa_e1edc369c6c6e38db2d2,0,1,8-366
obqa,obqa_eeb22ff0251b077c9a35,1,1,1432
obqa,obqa_388ee2c9660f2ed3b09d,2,1,12-233
obqa,obqa_7ca1a46f1f5c48404e23,3,1,9-1131
obqa,obqa_dae9127e6ed226468da5,4,1,9-495
obqa,obqa_ad17dcd36557bc9d164a,0,1,13-910
obqa,obqa_4b888ee9a152b83d898e,1,1,13-335
obqa,obqa_411a12f5b2d3e68f4747,2,1,11-96
obqa,obqa_6a956474f3818496f5ee,3,1,14-616
obqa,obqa_1931a3ffb03b22597f5e,4,1,13-535
obqa,obqa_7a5cc0a9e23447fe94db,0,1,14-1125
obqa,obqa_400056bf78762c461b18,1,1,10-782
obqa,obqa_f09385fbcb7e23eaed4e,2,1,9-845
obqa,obqa_d5ada5ea363939f83537,3,1,11-527
obqa,obqa_ace1a471e3740f0bddbf,4,1,11-408
obqa,obqa_8f934756151ca86e3887,0,1,14-1506
obqa,obqa_829ec929cb26cf193319,1,1,10-816
obqa,obqa_53ad524e5df4a7e448a0,2,1,12-145
obqa,obqa_97c2633de0d26258c7b7,3,1,272
obqa,obqa_a36212550953980e37c0,4,1,707
obqa,obqa_71b643f88de4c2d40434,0,1,12-299
obqa,obqa_1dbfa34dfd9a8a8e3fa9,1,1,9-619
obqa,obqa_027ff8ac6b407e33f906,2,1,10-669
obqa,obqa_f7800679fe2d94b22b68,3,1,1045
obqa,obqa_ef5ad42eaf7cac60d467,4,1,13-765
obqa,obqa_4159004b7c4d7c1dc648,0,1,12-873
obqa,obqa_3a732dec8d22e12e2539,1,1,11-226
obqa,obqa_197490fddff94a73cca5,2,1,12-176
obqa,obqa_1466c729b276159ad565,3,1,7-568
obqa,obqa_19dd565efc767e3b5629,4,1,14-95
obqa,obqa_bdf88e4248354f00acf5,0,1,14-982
obqa,obqa_df9577eb9ece5c2aceeb,1,1,14-366
obqa,obqa_a5e3ab719dee50db914f,2,1,10-406
obqa,obqa_b98ee35adecede031d23,3,1,11-684
obqa,obqa_31bcec9fb5f4ad1abafc,4,1,10-761
obqa,obqa_2ebfec21a6d3138dfea0,0,1,11-685
obqa,obqa_cd35a1f4509e3b505782,1,1,11-120
obqa,obqa_5fb6d5e8a590c6c2c6c8,2,1,14-1167
obqa,obqa_571e2f3d95c028c41aca,3,1,14-1494
obqa,obqa_0be9e4751b841cc72ba1,4,1,12-194
obqa,obqa_7b5b03e311ea73d4069f,0,1,14-66
obqa,obqa_925bcd550e149f007116,1,1,681
obqa,obqa_cff062d4e37542a61a35,2,1,12-50
obqa,obqa_f14a3dd5d9225d108e6b,3,1,12-452
obqa,obqa_f0c7c8ac6615e02fecfe,4,1,14-473
obqa,obqa_f1cbfad2d1b8a73c016f,0,1,7-51
obqa,obqa_625c2bc8c4f11d46eb44,1,1,12-1064
obqa,obqa_605941a7ed53e4e23928,2,1,10-803
obqa,obqa_8aebd4480a663560738f,3,1,13-591
obqa,obqa_8d630d9231db4dc45f15,4,1,12-136
obqa,obqa_a49cbc68f2af29af55d1,0,1,13-604
obqa,obqa_1ea18acd5ecec70ca241,1,1,11-201
obqa,obqa_20ef023e8837d014ae8c,2,1,10-1012
obqa,obqa_77a4fe0b1dac1b5bfc07,3,1,13-735
obqa,obqa_560abcb10ba5a9657453,4,1,10-387
obqa,obqa_5deac6c0c1a8140f42e8,0,1,12-348
obqa,obqa_73f26b6ac55208367ddf,1,1,10-1054
obqa,obqa_57837435cb46d6b6690f,2,1,12-1209
obqa,obqa_161b5c8d547f375a0688,3,1,14-31
obqa,obqa_d9ff554c17e8bf43f674,4,1,14-1423
obqa,obqa_991c8e370faf0144e96f,0,1,7-1064
obqa,obqa_351e6125110ae011013d,1,1,7-368
obqa,obqa_589c2dd6c312bcec06bd,2,1,1946
obqa,obqa_0f3a979e3317690b255f,3,1,11-608
obqa,obqa_45d9f0836e1248c3176d,4,1,12-1188
obqa,obqa_da9cbaf1a04897461340,0,1,14-780
obqa,obqa_8c5e3c03190ab58fc6b5,1,1,14-12
obqa,obqa_22c77b4d538a139de8c1,2,1,9-660
obqa,obqa_547a04e3304be1ae4891,3,1,11-118
obqa,obqa_26eb3ca69118637b49ff,4,1,13-196
obqa,obqa_e597cbcdb643e6c39ad7,0,1,8-30
obqa,obqa_71e9e2b01279a6d76dae,1,1,14-986
obqa,obqa_686387504f7fec98271b,2,1,14-57
obqa,obqa_53682484fc1c191f36ac,3,1,14-13
obqa,obqa_fed668354360918a979b,4,1,10-839
obqa,obqa_f6cd4e5029b54ac63498,0,1,12-87
obqa,obqa_30a52ecd38eca265a08e,1,1,13-867
obqa,obqa_4d738fb3de038b8909ed,2,1,12-38
obqa,obqa_0d4acd299ae0176721b9,3,1,10-807
obqa,obqa_0b4efeae9f3216a32d2c,4,1,13-549
obqa,obqa_f03e72af2a9553fd2c30,0,1,14-58
obqa,obqa_609d13f63f98424ebb29,1,1,10-649
obqa,obqa_1c88c318bfa1342048c9,2,1,7-943
obqa,obqa_d6e57281090796b8bc06,3,1,7-1143
obqa,obqa_6a21e500d6fa3f03b4b8,4,1,11-328
obqa,obqa_607cc299445dcc2d42fe,0,1,11-588
obqa,obqa_5f4cf65dd9b6a8797a8e,1,1,13-336
obqa,obqa_4df0dbabe0672b48da28,2,1,9-379
obqa,obqa_2d5539b761b18cfbb83b,3,1,9-494
obqa,obqa_2a1483a887026f356329,4,1,13-1016
obqa,obqa_02cecf23f672e65aa9b9,0,1,876
obqa,obqa_f8daef98e55d5c611ccb,1,1,11-595
obqa,obqa_f3e8b38ab131f9cee539,2,1,12-735
obqa,obqa_6cf5a25e66537f7f3523,3,1,7-209
obqa,obqa_3d480bbb48f9745e0ca2,4,1,14-1256
obqa,obqa_34e855dbd7f6fa60431e,0,1,11-9
obqa,obqa_9ccd5575f217153a047f,1,1,14-1051
obqa,obqa_6bde65bb7f6369bea071,2,1,11-56
obqa,obqa_7e0676e13e121d3b8521,3,1,714
obqa,obqa_be84b87f0e7f9e3e30b9,4,1,9-293
obqa,obqa_85b1e47668847a9844ec,0,1,722
obqa,obqa_bf5985a2c87855c6394c,1,1,10-1073
obqa,obqa_d50295e67ccc6d17a91d,2,1,1241
obqa,obqa_e5e0b9b7b1a36061a62a,3,1,14-408
obqa,obqa_c2da9a3b40f3690df861,4,1,10-1023
obqa,obqa_b449f78cb8a8278fbaa8,0,1,11-413
obqa,obqa_d085da3d1660d4902d4e,1,1,10-559
obqa,obqa_0d8bb8998c95436481bd,2,1,10-1060
obqa,obqa_e7990457b31fb78cccef,3,1,13-49
obqa,obqa_6a06d2a060a66b9d58b8,4,1,12-441
obqa,obqa_59f53da78f09f176b081,0,1,13-85
obqa,obqa_a3dd7fb5c41c1fb2a766,1,1,13-860
obqa,obqa_4b267d693b37b4808bca,2,1,9-96
obqa,obqa_cb15557dd0fde08bf218,3,1,7-451
obqa,obqa_3c7cffdaf2c17e7cce47,4,1,14-575
obqa,obqa_0cedcec7fffa78cd5dd4,0,1,7-406
obqa,obqa_0d8d84102a08e6821b9a,1,1,12-198
obqa,obqa_0580824399827706590c,2,1,12-1107
obqa,obqa_4fb351a8a27cf3a6ee09,3,1,14-1158
obqa,obqa_2e1f90a4674e43647764,4,1,1302
obqa,obqa_22e5cb7c2fe34dedc6b3,0,1,14-923
obqa,obqa_63a8179e8281ae8da97f,1,1,13-217
obqa,obqa_bfc17f52379894883f48,2,1,10-987
obqa,obqa_e9a3816167694a2d0a94,3,1,12-350
obqa,obqa_986adbc82b0ba6569b82,4,1,9-439
obqa,obqa_c27c2871951b22bf88b4,0,1,10-473
obqa,obqa_28592297110b6da8d051,1,1,11-362
obqa,obqa_4a35ccf7d8f3fe001426,2,1,9-248
obqa,obqa_2318d463b370f3cb0a4c,3,1,14-1044
obqa,obqa_83be034f4c21c7866b14,4,1,14-1371
obqa,obqa_4ee6c9e301a73c4db136,0,1,7-1177
obqa,obqa_0679e5efb238fa31e629,1,1,13-582
obqa,obqa_18d65db8ea4c38eee64d,2,1,1404
obqa,obqa_ba0f1dbcc99987ca4164,3,1,12-308
obqa,obqa_723a63a7beddf757fe39,4,1,9-769
obqa,obqa_8b88b1f8eab276a57580,0,1,12-120
obqa,obqa_1ebb3c91e043aa26d0a0,1,1,13-505
obqa,obqa_35b5911cd3ee29f1ca06,2,1,13-19
obqa,obqa_cd8cb6f512ba2c368832,3,1,12-984
obqa,obqa_501302847f6d2c2866f4,4,1,10-687
obqa,obqa_577b7926dfad94cabfe2,0,1,10-698
obqa,obqa_3a83e87d03fb5664ee9d,1,1,10-722
obqa,obqa_c121d17ae78ef0c83b96,2,1,12-790
obqa,obqa_b498537b804504558016,3,1,13-91
obqa,obqa_240a3eae64431cf0591d,4,1,10-933
obqa,obqa_384f73c5097723ef8e5c,0,1,10-929
obqa,obqa_1d9bcb5e6b4cbf993d38,1,1,12-842
obqa,obqa_b54d3d78d4cdd1b306b7,2,1,13-913
obqa,obqa_9ae33b1181c6ea757a09,3,1,254
obqa,obqa_c9425ba03d983000f412,4,1,13-465
obqa,obqa_00f83d400ffee5399a78,0,1,12-986
obqa,obqa_e2d1d8ac46a7429be957,1,1,1552
obqa,obqa_d6b829558474f145da23,2,1,10-34
obqa,obqa_04ab115ce4bcf9b9deb0,3,1,10-690
obqa,obqa_3efe950b3b43da1a9f93,4,1,11-233
obqa,obqa_0163b0b18bc65fa26916,0,1,11-659
obqa,obqa_fd2ff12414f8bb6fb19a,1,1,14-521
obqa,obqa_785e8e9bc9554fe8c423,2,1,8-229
obqa,obqa_c9f739d1bd09637b9240,3,1,7-956
obqa,obqa_73acf96ace8377a56710,4,1,10-308
obqa,obqa_04c4942c348fd559fb4f,0,1,10-3
obqa,obqa_272151db71fe7b62158e,1,1,13-299
obqa,obqa_d90ff28fffe03a63eae5,2,1,13-718
obqa,obqa_1930b21c0a898a52456f,3,1,7-617
obqa,obqa_bbf1b9e19e02c7d19c8b,4,1,1337
obqa,obqa_a1286bf8c6370d504fb2,0,1,14-272
obqa,obqa_3730d98f8dfa9c5e0138,1,1,13-664
obqa,obqa_77f04bc7e0f2566a2e11,2,1,14-295
obqa,obqa_0fdcf749ea84a260df9e,3,1,14-42
obqa,obqa_88e01075d1f6f4b9893d,4,1,14-104
obqa,obqa_5997aadb5cf273efa023,0,1,14-1370
obqa,obqa_5cf2ef7abe94c13e9788,1,1,10-706
obqa,obqa_9102ea6b456d88ead360,2,1,11-457
obqa,obqa_0c25b0955e57b4f8e7ad,3,1,10-1173
obqa,obqa_0009a680fc832c0dec61,4,1,14-717
obqa,obqa_e300fdbb878849a960c8,0,1,12-305
obqa,obqa_b307724785b49ada9383,1,1,14-635
obqa,obqa_a4e58d22248f3490b2f3,2,1,9-13
obqa,obqa_8eceddfcdc847d32242f,3,1,1792
obqa,obqa_9a427678b7285fb223bb,4,1,10-279
obqa,obqa_81e5c6a776edf8e2065e,0,1,14-1452
obqa,obqa_2f651168ce0bca954753,1,1,10-168
obqa,obqa_d0a33058671b859dd55d,2,1,14-1501
obqa,obqa_4b0a15c8c8197eb7db27,3,1,14-248
obqa,obqa_13eaa7a1fc828b54f251,4,1,506
obqa,obqa_816f82179dba422a68bf,0,1,9-737
obqa,obqa_316fb9702acb4f707d64,1,1,12-325
obqa,obqa_0ef617d4811ec0972146,2,1,13-507
obqa,obqa_d41f8aa750030edf9891,3,1,12-966
obqa,obqa_c5037a60edc4c15f7833,4,1,10-932
obqa,obqa_78cd8fa02dd4ea49fa11,0,1,12-982
obqa,obqa_fa4b0e032f41790fdecd,1,1,12-313
obqa,obqa_d0a7edc8cbeae854323e,2,1,10-746
obqa,obqa_73b5532efa37b9ada8d6,3,1,10-874
obqa,obqa_09aa3a47a6e4010db0fa,4,1,14-1070
obqa,obqa_e9a5910da16cea896792,0,1,11-38
obqa,obqa_a747810b2ed16f26e34e,1,1,7-88
obqa,obqa_c89130252404fe6b6d80,2,1,9-748
obqa,obqa_fbc1cc53a182a5d31443,3,1,7-94
obqa,obqa_6e302353bed2a9cd6dc8,4,1,14-845
obqa,obqa_825e102b2b854ae482ac,0,1,11-111
obqa,obqa_bd04b99793ecfd59d0d6,1,1,14-1486
obqa,obqa_423c78b489df2fcb5475,2,1,11-641
obqa,obqa_45d76760b930438dd11b,3,1,9-854
obqa,obqa_2f9e343dae040821da65,4,1,10-301
obqa,obqa_5f798b72d47c20b65787,0,1,12-678
obqa,obqa_cfbef1094d78c1dabec4,1,1,7-317
obqa,obqa_389a8e38bfd5c854e9d7,2,1,13-786
obqa,obqa_b0b40f3f247eb228a236,3,1,11-267
obqa,obqa_009b0d33c0f4b4262af0,4,1,14-43
obqa,obqa_189c3ddb17f20862fdb4,0,1,12-8
obqa,obqa_c17ae185474242c3364a,1,1,9-556
obqa,obqa_77923fe8af0eb26d2e8c,2,1,10-949
obqa,obqa_e09cecc45445d6315bd9,3,1,12-345
obqa,obqa_700456cd118803ebbf37,4,1,9-536
obqa,obqa_fddd2b74f0e00960136c,0,1,10-231
obqa,obqa_d5e704206275d9d8bc79,1,1,7-245
obqa,obqa_27e95198904e748c4dc8,2,1,12-1204
obqa,obqa_b7d1be89c51b4ecbed5b,3,1,14-728
obqa,obqa_bc2ca5dd5f28d79c781b,4,1,11-215
obqa,obqa_aef13bf58ab5ca7824a2,0,1,12-997
obqa,obqa_6811bf9fc3cf7fd2ad4c,1,1,7-1111
obqa,obqa_c884af16e1a03f3edd2a,2,1,7-6
obqa,obqa_52c76ded4aa1f2739099,3,1,14-1335
obqa,obqa_b4e8f90f995eaa1e0856,4,1,9-734
obqa,obqa_65d3288cd65d75f458de,0,1,7-1065
obqa,obqa_8d725c2516885bfb492b,1,1,10-588
obqa,obqa_e5545559d95ef8da9a96,2,1,21
obqa,obqa_45f13d88cc4a6905793f,3,1,11-190
obqa,obqa_293254b8dd891d110f16,4,1,11-177
obqa,obqa_507b170ef7995dd5d803,0,1,7-641
obqa,obqa_f0718cec33206be9aef7,1,1,13-244
obqa,obqa_0ebca0cf0948734a604f,2,1,7-786
obqa,obqa_ddb4b286b0431dc6e685,3,1,14-566
obqa,obqa_60243fe0a8382b3a1040,4,1,9-213
obqa,obqa_183e937f4b001c94f67a,0,1,11-192
obqa,obqa_de893dc7506f7e4a2193,1,1,13-233
obqa,obqa_8598a97e7c679b29a21c,2,1,10-714
obqa,obqa_0418870120f1b00977ec,3,1,10-13
obqa,obqa_ce55276905a59f86ad3b,4,1,12-1004
obqa,obqa_a497fd41ef2d7b050014,0,1,10-227
obqa,obqa_2df958d4421c53fac06b,1,1,13-380
obqa,obqa_48af4b5e4b7ffa2f634b,2,1,12-143
obqa,obqa_c38fc3e7d8ee30fbacf9,3,1,8-451
obqa,obqa_700f98fb0d3871dcd7d7,4,1,7-958
obqa,obqa_6772d39ad9e06c62d88f,0,1,14-579
obqa,obqa_c11d3e8759380619508d,1,1,10-467
obqa,obqa_596ca2f557df720da25b,2,1,14-862
obqa,obqa_94e6060e03ea873bfb7d,3,1,11-475
obqa,obqa_a7bff1787aed2f7c74e6,4,1,1591
obqa,obqa_75ddaa79354a05095acb,0,1,10-100
obqa,obqa_cb1970546b881e0787f2,1,1,10-666
obqa,obqa_8a265f7f98a3e3f47721,2,1,9-171
obqa,obqa_045fb6d8010fdc5f1f05,3,1,13-616
obqa,obqa_342c8d9a56331343e729,4,1,252
obqa,obqa_c60f25cfeb9cc6bf31f2,0,1,11-372
obqa,obqa_8059281c1d00187d3061,1,1,14-1406
obqa,obqa_b1505333fa160e29a300,2,1,13-437
obqa,obqa_238ce941c1321f6623d5,3,1,9-521
obqa,obqa_fe42a0156dcccbe8ab0e,4,1,10-136
obqa,obqa_9afe4e7dd6d53f2c9891,0,1,9-1093
obqa,obqa_61e000508366c431d826,1,1,10-272
obqa,obqa_303e57a8ea70445c5224,2,1,14-809
obqa,obqa_2f82d33a981aea5e563e,3,1,13-139
obqa,obqa_c95e6bf1f1baa9144edd,4,1,13-99
obqa,obqa_1231f8e6e4f258ab8bd4,0,1,12-681
obqa,obqa_e705390f03e4cce3b74e,1,1,7-804
obqa,obqa_3c0fb872a4f42db13f9d,2,1,14-162
obqa,obqa_c87701750da13f5ac0b8,3,1,10-381
obqa,obqa_fa2c31d211ecaf663d33,4,1,9-465
obqa,obqa_32c439b99868a9f46efb,0,1,12-1088
obqa,obqa_a7ed2dad22212d2a107e,1,1,12-796
obqa,obqa_89bfdc1acaf7e6511ac3,2,1,7-959
obqa,obqa_f3440010648d949ea84f,3,1,10-253
obqa,obqa_67ed7f8b712b5f815fd3,4,1,14-1468
obqa,obqa_f7375ab2b9f0a63be314,0,1,12-602
obqa,obqa_3a8e2c93cf3f79c811a3,1,1,13-719
obqa,obqa_f822cf78147bd3ab7f5e,2,1,1542
obqa,obqa_f66f62ace634b532d77d,3,1,14-19
obqa,obqa_1ee702bf80e50437be70,4,1,13-145
obqa,obqa_b13e3f43ca7190efd747,0,1,10-915
obqa,obqa_0c7e764b0ed249d16c4d,1,1,14-622
obqa,obqa_88e5e6d0c8fedf019376,2,1,8-264
obqa,obqa_93d68ec0f1412673ee32,3,1,14-41
obqa,obqa_f09603260e29fce0110f,4,1,10-1130
obqa,obqa_3544b644223d87d93bfa,0,1,10-1088
obqa,obqa_7e1c1eb3b20e5ee6579a,1,1,12-1191
obqa,obqa_64d79d67e3d1651f03b4,2,1,12-574
obqa,obqa_56bf0db7967f9dc6ca8f,3,1,13-902
obqa,obqa_c04020b8db19b654adf3,4,1,12-373
obqa,obqa_16789b8c5d28ee7d8ab6,0,1,10-1146
obqa,obqa_4148eb52f065b55363fa,1,1,12-524
obqa,obqa_157f03d2d4ba2b0a7f1b,2,1,14-11
obqa,obqa_4b389f1c2ab460e4cd8b,3,1,13-45
obqa,obqa_1efbe31d8a39324c92c4,4,1,1640
obqa,obqa_b78f6e5fb340b9387dda,0,1,13-946
obqa,obqa_7b30944304d5a5e02b72,1,1,14-937
obqa,obqa_9f6088fb8e6d629c1c46,2,1,12-1012
obqa,obqa_070ffc48a0e401c591be,3,1,12-44
obqa,obqa_ca296dca4c7cea31265d,4,1,7-745
obqa,obqa_1335329ea87e84881a53,0,1,10-886
obqa,obqa_d9a1ef0cd55d376de4ac,1,1,498
obqa,obqa_3e33dbc2d170d653edff,2,1,10-1056
obqa,obqa_8cb16b0982db8e659c98,3,1,14-997
obqa,obqa_255642ab1135b949c8f4,4,1,9-182
obqa,obqa_d6e1786e85ed7781463a,0,1,10-976
obqa,obqa_362d1a1e86bcd6939d8c,1,1,12-1176
obqa,obqa_395f617417768673dff4,2,1,8-295
obqa,obqa_06659f0abcdc5352ec38,3,1,14-670
obqa,obqa_b3bcbec7bd25acb11e1f,4,1,7-64
obqa,obqa_0b6eb22a51e5acfb79db,0,1,7-674
obqa,obqa_2319a6a1f223806a4426,1,1,11-168
obqa,obqa_6ae56fda34f91ac2aed1,2,1,11-161
obqa,obqa_1bfde88c56339e5df3a0,3,1,13-1014
obqa,obqa_f62c16d730214176b4bd,4,1,13-132
obqa,obqa_24328fe6b57fcdfb415e,0,1,14-1161
obqa,obqa_aa04a7e42ca0275a2782,1,1,10-1028
obqa,obqa_b3ef4c9e95f5af0e2fef,2,1,11-221
obqa,obqa_3760285332a766bda4af,3,1,12-651
obqa,obqa_bc8bb3e18734ba1794a3,4,1,13-232
obqa,obqa_2571e5a1a666bb2a1593,0,1,14-970
obqa,obqa_08474bb0bf7e1ad0b7be,1,1,1722
obqa,obqa_16dc3c5281a7c66c50a4,2,1,12-1079
obqa,obqa_cb092f0c03f216e59c45,3,1,13-97
obqa,obqa_b2769336441cef9641e5,4,1,7-741
obqa,obqa_9c0d60a2e1878afa0af2,0,1,206
obqa,obqa_bc352cd376e2476fa263,1,1,11-534
obqa,obqa_a95ca09214127e97ee14,2,1,9-702
obqa,obqa_0e6c782353e51fb0bd85,3,1,634
obqa,obqa_405f115d6accde78d193,4,1,11-263
